SNR name,RA_deg,Dec_deg,l_deg,b_deg,Diameter_arcmin,FluxDensity_Jy,Table,Catalog
G278.9+1.3,149.96249999999998,-53.33333333,278.94122673908765,1.3513937807022995,200.0,30.0,2,ASKAP
G284.3-1.8,154.5625,-59.0,284.30872186696257,-1.783069489,24.0,14.0,2,ASKAP
G286.1-1.1,158.225,-59.41666667,286.1204532230081,-1.144606462,55.0,1.4,2,ASKAP
G288.8-6.3,157.58333333333331,-65.25,288.85305521913165,-6.310377104,108.0,7.0,2,ASKAP
G290.1-0.8,165.77083333333331,-60.93333333,290.14941872277745,-0.77956304,19.0,42.0,2,ASKAP
G291.0+0.1,168.0708333333333,-60.48333333,291.0107504502036,0.07291835,30.0,22.0,2,ASKAP
G292.0+1.8,171.14999999999998,-59.26666667,292.03027427765085,1.754620376377365,12.0,14.5,2,ASKAP
G292.2-0.5,169.83333333333331,-61.46666667,292.16295513146315,-0.535724953,20.0,5.2,2,ASKAP
G296.1-0.5,177.79166666666666,-62.56666667,296.0529032129825,-0.502647216,37.0,8.0,2,ASKAP
G299.2-2.9,183.80416666666665,-65.5,299.1849228958987,-2.892107594,18.0,0.66,2,ASKAP
G301.4-1.0,189.47916666666663,-63.81666667,301.4408573230472,-0.984071639,37.0,3.5,2,ASKAP
G308.5-1.4,205.40416666666667,-63.68333333,308.4591631451684,-1.351374386,18.0,1.1,2,ASKAP
G308.8-0.1,205.625,-62.38333333,308.81091419681866,-0.095859023,30.0,16.0,2,ASKAP
G310.6-1.6,210.1875,-63.43333333,310.5898349378788,-1.596821457,2.5,0.281,2,ASKAP
G310.8-0.4,210.0,-62.28333333,310.8106598706806,-0.464979118,12.0,9.0,2,ASKAP
G311.5-0.3,211.4083333333333,-61.96666667,311.5305203262388,-0.339913382,5.0,3.3,2,ASKAP
G312.4-0.4,213.25,-61.73333333,312.42947456987963,-0.374838825,38.0,45.0,2,ASKAP
G312.5-3.0,215.25,-64.2,312.48813054815133,-3.002700235,20.0,3.5,2,ASKAP
G315.4-0.3,218.97916666666663,-60.6,315.4132829161204,-0.285252964,24.0,8.0,2,ASKAP
G315.4-2.3,220.75,-62.5,315.4168310552162,-2.363928064,42.0,32.0,2,ASKAP
G315.9-0.0,219.60416666666663,-60.18333333,315.86187838227244,-0.025016659,25.0,0.75,2,ASKAP
G316.3-0.0,220.375,-60.0,316.2875518078141,-0.013448327,29.0,23.1,2,ASKAP
G318.2+0.1,223.7083333333333,-59.06666667,318.2149613526415,0.093855544,40.0,3.9,2,ASKAP
G320.6-1.6,229.4583333333333,-59.26666667,320.6779285622394,-1.535628058,60.0,14.0,2,ASKAP
G309.2-0.6,206.67638523464177,-62.79721175,309.2,-0.6,15.0,6.2,3,ASKAP
G292.3+0.6,170.89166666666662,-60.46055556,292.3033059660381,0.5851445165335519,19.0,0.8,4,ASKAP
G309.8-2.6,209.25,-64.48888889,309.9192020268707,-2.51024202,35.0,2.8,4,ASKAP
G310.7-5.4,213.075,-67.08416667,310.69976378373457,-5.43989854,31.0,1.3,4,ASKAP
G320.6-0.9,228.76666666666665,-58.78333333,320.6296934463051,-0.937300119,4.0,0.5,4,ASKAP
G321.3-3.9,233.0583333333333,-60.865,321.2903593620033,-3.860427685,109.0,Null,4,ASKAP
G281.2-0.1,151.62916666666666,-55.79305556,281.1837242672226,-0.046861562,68.0,8.0,4,ASKAP
G286.5+1.0,161.09999999999997,-57.80277778,286.6417281991934,0.99401952,24.0,0.4,4,ASKAP
G289.2-0.8,163.96666666666664,-60.5925,289.20635618262367,-0.838016167,39.0,8.0,4,ASKAP
G296.6-0.4,178.96249999999998,-62.57416667,296.5804057,-0.389912974,14.0,0.81,4,ASKAP
G299.7-0.0,185.7625,-62.70972222,299.6845455520997,-0.017101951,25.0,3.0,4,ASKAP
G308.7+1.4,204.86666666666665,-60.94027778,308.7330831376133,1.3893501824720416,22.0,0.37,4,ASKAP
G310.9-0.3,209.97916666666663,-62.06305556,310.8590205548078,-0.249855406,17.0,2.6,4,ASKAP
G317.6+0.9,221.8458333333333,-58.61444444,317.5521358081656,0.926813084,34.0,2.0,4,ASKAP
G320.8-0.3,228.4,-58.21583333,320.7609381625198,-0.352889765,10.0,0.36,4,ASKAP
G322.7-0.6,231.7208333333333,-57.37555556,322.7045974831041,-0.597061701,42.0,Null,4,ASKAP
G278.8-1.2,147.05,-55.21138889,278.77823605249824,-1.176600673,64.0,Null,4,ASKAP
G280.4-0.9,149.59166666666664,-55.97805556,280.3788689803129,-0.878852747,66.0,Null,4,ASKAP
G283.9-1.4,154.3208333333333,-58.46111111,283.90593440806106,-1.403564922,78.0,Null,4,ASKAP
G288.9-1.4,162.86249999999998,-60.93583333,288.8716237203438,-1.382702216,48.0,Null,4,ASKAP
G289.4-2.5,162.77499999999998,-62.16861111,289.3841967,-2.504779436,28.0,1.1,4,ASKAP
G297.0-1.0,179.59999999999997,-63.20833333,296.9970303343463,-0.949370901,55.0,Null,4,ASKAP
G298.5+2.1,183.9125,-60.49722222,298.53655783018485,2.0687484253266524,50.0,Null,4,ASKAP
G304.2-0.5,195.7875,-63.34166667,304.24523181772304,-0.499788554,12.0,0.49,4,ASKAP
G304.4-0.2,196.175,-63.05833333,304.4334776101384,-0.225257596,15.0,0.31,4,ASKAP
G306.2-0.8,200.2625,-63.51361111,306.2265467004776,-0.831447627,32.0,Null,4,ASKAP
G307.9+0.1,203.7,-62.32027778,307.9440703641795,0.1287455597776564,30.0,Null,4,ASKAP
G310.5-0.6,209.35416666666663,-62.49027778,310.4681088296168,-0.587859335,26.0,Null,4,ASKAP
G311.3+1.1,210.0583333333333,-60.62583333,311.2730680787379,1.1269637818194145,10.0,Null,4,ASKAP
G312.7+2.9,211.72916666666663,-58.57277778,312.6526438704515,2.8671883433540626,10.0,0.15,4,ASKAP
G316.3-0.4,220.77916666666664,-60.29444444,316.34880461722634,-0.364759253,21.0,5.0,4,ASKAP
G318.1-0.4,223.8958333333333,-59.56305556,318.07288306432537,-0.391294957,8.0,1.3,4,ASKAP
G319.3-0.7,226.3,-59.2025,319.3216730405624,-0.655313185,34.0,Null,4,ASKAP
G275.986-01.077,143.55791812990014,-53.30201951,275.98599999999993,-1.077,9.6,0.08,5,ASKAP
G277.162+00.396,146.65039940218412,-52.96859509,277.162,0.3959999999999452,9.6,0.03,5,ASKAP
G282.674-00.737,153.11036118755467,-57.21756123,282.674,-0.737,20.8,Null,5,ASKAP
G283.234-00.945,153.75048349242468,-57.70568125,283.234,-0.945,12.8,Null,5,ASKAP
G283.629-00.943,154.36800637207887,-57.92430388,283.629,-0.943,20.4,Null,5,ASKAP
G288.824-00.155,163.8643270717676,-59.81140552,288.824,-0.155,5.4,0.34,5,ASKAP
G288.863-00.046,164.0274124964132,-59.72979448,288.863,-0.046,41.2,Null,5,ASKAP
G290.003-01.510,164.86881195933785,-61.53879734,290.003,-1.51,8.6,Null,5,ASKAP
G292.472+00.167,170.93249515504576,-60.91100156,292.472,0.167,1.8,0.007,5,ASKAP
G295.855-01.388,176.90492476939147,-63.37948702,295.855,-1.388,1.8,0.0081,5,ASKAP
G302.324-01.300,191.4646925,-64.16516189,302.324,-1.3,12.0,Null,5,ASKAP
G303.365-00.050,193.81078811365325,-62.91854779,303.365,-0.05,42.6,Null,5,ASKAP
G304.071+01.227,195.2561958506972,-61.62354264,304.071,1.2269999999999428,7.0,0.037,5,ASKAP
G306.195-00.520,200.11373776638007,-63.20775852,306.19499999999994,-0.52,3.8,Null,5,ASKAP
G310.275-00.171,208.7290357279836,-62.13433816,310.275,-0.171,10.4,Null,5,ASKAP
G310.702-00.573,209.83475685115928,-62.41597544,310.70199999999994,-0.573,2.4,0.033,5,ASKAP
G315.501-00.584,219.3850255225736,-60.83988182,315.501,-0.584,3.2,0.014,5,ASKAP
G315.715-00.227,219.49538580339268,-60.427191,315.7149999999999,-0.227,1.8,0.017,5,ASKAP
G315.905-00.817,220.33738371420048,-60.88976788,315.9049999999999,-0.817,26.4,Null,5,ASKAP
G316.456-00.095,220.74921726683425,-60.00455052,316.456,-0.095,2.8,0.25,5,ASKAP
G316.587-00.097,220.98874875808352,-59.95161535,316.587,-0.097,9.8,Null,5,ASKAP
G318.033-00.935,224.3247763313467,-60.06374583,318.033,-0.935,3.0,0.075,5,ASKAP
G318.602-00.884,225.2778764391157,-59.75083072,318.602,-0.884,18.4,Null,5,ASKAP
G320.944-01.289,229.6414327,-58.91633724,320.944,-1.289,14.8,Null,5,ASKAP
G284.0-1.8,154.0875,-58.95277778,284.0787196008192,-1.879583752,6.0,0.21,6,ASKAP
G284.2-0.4,155.81666666666666,-57.76666667,284.18946683971046,-0.390586461,2.0,Null,6,ASKAP
G304.1-0.2,195.44166666666663,-63.08888889,304.1003393197837,-0.240576003,4.0,0.04,6,ASKAP
G317.9-1.8,224.87916666666663,-60.88611111,317.8891815399328,-1.789541265,34.0,1.0,6,ASKAP
G283.8-4.0,151.275,-60.54027778,283.83172561868224,-3.992798591,54.0,Null,6,ASKAP
G304.6-3.0,197.02916666666664,-65.82027778,304.64092468773595,-3.003889865,16.0,Null,6,ASKAP
G310.6+0.8,208.87916666666663,-61.07527778,310.6031709567924,0.8384626008790567,27.0,1.0,6,ASKAP
G282.1-4.1,148.525,-59.65333333,282.20011340709254,-4.122274105,71.0,Null,7,ASKAP
G283.1-0.6,153.9083333333333,-57.33527778,283.09657409942696,-0.590738498,3.0,0.08,7,ASKAP
G285.0-3.2,154.2,-60.54416667,285.01343211765044,-3.169457207,38.0,1.0,7,ASKAP
G289.6+5.8,169.59166666666664,-54.6175,289.63922146020474,5.834380634655087,38.0,1.4,7,ASKAP
G295.6+0.5,177.28749999999997,-61.49027778,295.56995581288953,0.4879483732893697,11.0,0.23,7,ASKAP
G300.1-1.6,186.29166666666663,-64.34388889,300.09219897140724,-1.617089146,48.0,3.2,7,ASKAP
G291.2-0.6,168.0083333333333,-61.15972222,291.23518372907137,-0.565878516,14.0,Null,7,ASKAP
G298.0-0.2,182.07916666666665,-62.67722222,298.0067770505576,-0.218549567,10.0,Null,7,ASKAP
G305.4-2.2,198.7583333333333,-64.9625,305.42661480588697,-2.205105014,22.0,0.31,7,ASKAP
G311.1+1.4,209.65,-60.35416667,311.14951586043253,1.4416059570473765,18.0,Null,7,ASKAP
G317.4-1.1,223.3125,-60.52694444,317.3748708802899,-1.117083625,6.0,0.19,7,ASKAP
G320.9-0.7,229.0,-58.46277778,320.9010385,-0.727770891,16.0,Null,7,ASKAP
G276.1+3.2,148.24166666666667,-50.12444444,276.1227182909688,3.222383933724711,113.0,Null,7,ASKAP
G280.7+3.2,154.11666666666665,-52.81416667,280.66941068223014,3.2261704131003155,110.0,Null,7,ASKAP
G281.1-2.8,148.5,-57.935,281.1170405865676,-2.786570963,94.0,Null,7,ASKAP
G282.3-1.9,151.30833333333334,-57.96916667,282.32300749532885,-1.90930213,28.0,5.0,7,ASKAP
G283.9+0.5,156.29999999999998,-56.825,283.9083554235145,0.5453080236595528,16.0,Null,7,ASKAP
G284.2-0.9,155.44166666666663,-58.17972222,284.24432517080004,-0.845726999,24.0,Null,7,ASKAP
G285.5-0.1,158.24166666666665,-58.16111111,285.49287031098504,-0.057091339,37.0,7.0,7,ASKAP
G287.1-2.4,158.73749999999998,-60.96055556,287.1173955,-2.35106287,38.0,Null,7,ASKAP
G288.0+1.1,163.44166666666663,-58.275,287.9608568820062,1.1345167899131066,5.0,0.05,7,ASKAP
G290.1+0.5,166.66666666666663,-59.70194444,290.0647541459048,0.5265223622225672,56.0,Null,7,ASKAP
G290.6-1.5,166.04999999999998,-61.77555556,290.61173850783433,-1.496216758,38.0,10.0,7,ASKAP
G291.1-0.4,167.9208333333333,-60.97694444,291.12745415430976,-0.412272916,12.0,2.5,7,ASKAP
G291.3+4.5,171.55416666666665,-56.39138889,291.2927817884017,4.542325925755033,36.0,0.8,7,ASKAP
G294.5-0.6,174.48749999999998,-62.23388889,294.4880552,-0.572978644,16.0,Null,7,ASKAP
G295.2-0.5,176.04166666666663,-62.35527778,295.2166563564928,-0.495487424,9.0,0.8,7,ASKAP
G296.4-2.8,177.34166666666664,-64.87444444,296.40139929491465,-2.792653609,91.0,Null,7,ASKAP
G298.0+0.3,182.2125,-62.2075,297.9898967074571,0.2549046087972061,44.0,Null,7,ASKAP
G298.2-1.9,181.8125,-64.33138889,298.16833179258657,-1.869100518,75.0,Null,7,ASKAP
G299.2+0.3,184.7,-62.36055556,299.15670228120325,0.2717156656928357,30.0,Null,7,ASKAP
G300.0-1.6,185.3333333333333,-64.26527778,299.67041729835154,-1.584337004,40.0,Null,7,ASKAP
G301.8-2.1,190.1083333333333,-64.92722222,301.76567389183526,-2.080396883,90.0,3.0,7,ASKAP
G306.4+2.6,199.84166666666664,-60.10055556,306.40945838949443,2.582480381376182,100.0,Null,7,ASKAP
G308.5+0.4,204.85416666666663,-61.91583333,308.54662792108434,0.4317550625535675,44.0,3.0,7,ASKAP
G309.9-0.4,208.0458333333333,-62.49027778,309.8818816909292,-0.441048523,29.0,Null,7,ASKAP
G310.3+0.5,208.4458333333333,-61.46361111,310.3069358389868,0.5122009436410211,46.0,Null,7,ASKAP
G311.5-0.1,211.20416666666665,-61.73972222,311.50201714608954,-0.095031327,12.0,Null,7,ASKAP
G311.9+0.9,211.37916666666663,-60.65777778,311.8874029547724,0.919463144,16.0,1.0,7,ASKAP
G319.4+0.2,225.7083333333333,-58.45,319.4202904941008,0.1511097302980844,8.0,Null,7,ASKAP
G320.0-1.7,228.4708333333333,-59.79777778,319.97273988829795,-1.72506151,52.0,Null,7,ASKAP
G320.6-0.8,228.51666666666665,-58.68333333,320.5709328,-0.784380567,17.0,Null,7,ASKAP
G320.9-0.3,228.45416666666665,-58.07944444,320.85600236265725,-0.250997138,29.0,Null,7,ASKAP
G266.2-1.2,132.9596,-46.2576,266.183,-1.193,103.0,Null,1,MeerKAT
G279.0+1.1,149.3792,-53.8117,278.958,0.761,134.4,Null,1,MeerKAT
G284.3-1.8,154.4684,-59.0194,284.279,-1.826,34.6,Null,1,MeerKAT
G286.5-1.2,158.4291,-59.4303,286.217,-1.104,46.4,Null,1,MeerKAT
G289.7-0.3,165.3508,-60.3104,289.707,-0.295,19.0,Null,1,MeerKAT
G290.1-0.8,165.703,-60.8907,290.102,-0.754,19.2,Null,1,MeerKAT
G291.0-0.1,167.9821,-60.6511,291.033,-0.099,15.0,Null,1,MeerKAT
G293.8+0.6,173.7438,-60.8957,293.766,0.608,23.6,Null,1,MeerKAT
G294.1-0.0,174.0653,-61.6256,294.125,-0.046,43.4,Null,1,MeerKAT
G296.1-0.5,177.5076,-62.5809,295.929,-0.547,66.2,Null,1,MeerKAT
G296.7-0.9,178.8851,-63.1112,296.661,-0.922,15.2,Null,1,MeerKAT
G296.8-0.3,179.6276,-62.5987,296.885,-0.35,20.6,Null,1,MeerKAT
G298.6-0.0,183.3493,-62.6124,298.573,-0.063,12.4,Null,1,MeerKAT
G299.6-0.5,185.4493,-63.1554,299.593,-0.476,16.0,Null,1,MeerKAT
G302.3+0.7,191.4684,-62.1477,302.282,0.717,19.4,Null,1,MeerKAT
G304.6+0.1,196.4655,-62.6994,304.585,0.126,9.2,Null,1,MeerKAT
G306.3-0.9,200.4616,-63.5622,306.309,-0.89,4.4,Null,1,MeerKAT
G308.1-0.7,204.3835,-63.0783,308.122,-0.672,18.4,Null,1,MeerKAT
G308.8-0.1,205.773,-62.4747,308.86,-0.199,17.6,Null,1,MeerKAT
G309.2-0.6,206.6621,-62.8989,309.172,-0.698,16.6,Null,1,MeerKAT
G309.8+0.0,207.6096,-62.0788,309.779,0.006,27.2,Null,1,MeerKAT
G310.6-0.3,209.4998,-62.1574,310.618,-0.283,9.4,Null,1,MeerKAT
G312.4-0.4,213.3269,-61.7721,312.452,-0.423,35.2,Null,1,MeerKAT
G315.4-0.3,219.0577,-60.5485,315.469,-0.253,24.8,Null,1,MeerKAT
G317.3-0.2,222.4023,-59.7927,317.296,-0.258,13.6,Null,1,MeerKAT
G318.2+0.1,223.533,-59.0374,318.148,0.161,56.6,Null,1,MeerKAT
G318.9+0.4,224.5921,-58.4702,318.897,0.411,32.0,Null,1,MeerKAT
G320.4-1.2,228.6548,-59.1639,320.382,-1.232,36.0,Null,1,MeerKAT
G321.9-0.3,230.1993,-57.572,321.913,-0.312,31.8,Null,1,MeerKAT
G321.9-1.1,231.0003,-58.1981,321.929,-1.069,32.0,Null,1,MeerKAT
G322.5-0.1,230.8543,-57.0915,322.471,-0.101,16.0,Null,1,MeerKAT
G323.5+0.1,232.2094,-56.386,323.481,0.072,13.8,Null,1,MeerKAT
G323.7-1.0,233.6377,-57.3115,323.591,-1.134,30.6,Null,1,MeerKAT
G326.3-1.8,238.2138,-56.1192,326.31,-1.714,37.0,Null,1,MeerKAT
G327.1-1.1,238.6274,-55.0991,327.139,-1.075,21.0,Null,1,MeerKAT
G327.2-0.1,237.7254,-54.3033,327.239,-0.129,5.8,Null,1,MeerKAT
G327.4+0.4,237.0846,-53.7732,327.276,0.52,22.8,Null,1,MeerKAT
G327.4+1.0,236.7267,-53.3272,327.385,1.002,14.8,Null,1,MeerKAT
G328.4+0.2,238.8808,-53.2857,328.412,0.225,6.6,Null,1,MeerKAT
G329.7+0.4,240.3707,-52.3228,329.722,0.374,40.4,Null,1,MeerKAT
G330.2+1.0,240.2595,-51.5836,330.155,0.977,11.0,Null,1,MeerKAT
G332.0+0.2,243.2953,-50.9495,331.989,0.173,11.8,Null,1,MeerKAT
G332.4-0.4,244.3933,-51.0438,332.423,-0.373,11.0,Null,1,MeerKAT
G335.2+0.1,246.885,-48.7481,335.182,0.109,22.0,Null,1,MeerKAT
G337.0-0.1,248.9901,-47.598,336.981,-0.129,1.6,Null,1,MeerKAT
G337.2+0.1,248.9804,-47.3173,337.184,0.065,3.0,Null,1,MeerKAT
G337.2-0.7,249.8748,-47.8263,337.21,-0.724,6.2,Null,1,MeerKAT
G338.1+0.4,249.4674,-46.4152,338.076,0.424,15.2,Null,1,MeerKAT
G338.3-0.0,250.2171,-46.5395,338.327,-0.044,8.4,Null,1,MeerKAT
G341.2+0.9,251.8688,-43.8583,341.116,0.83,29.8,Null,1,MeerKAT
G341.9-0.3,253.7305,-44.0205,341.846,-0.306,8.4,Null,1,MeerKAT
G342.1+0.9,252.6847,-43.0618,342.107,0.888,11.0,Null,1,MeerKAT
G343.1-0.7,255.1765,-43.2859,343.072,-0.668,24.0,Null,1,MeerKAT
G344.7-0.1,255.993,-41.7163,344.682,-0.184,10.2,Null,1,MeerKAT
G345.1-0.2,256.3232,-41.4255,345.063,-0.204,7.0,Null,1,MeerKAT
G345.1+0.2,255.9238,-41.0805,345.155,0.244,13.2,Null,1,MeerKAT
G345.7-0.2,256.8411,-40.8791,345.734,-0.186,6.4,Null,1,MeerKAT
G346.6-0.2,257.5638,-40.1947,346.611,-0.218,9.8,Null,1,MeerKAT
G347.3-0.5,258.5255,-39.8026,347.362,-0.582,57.6,Null,1,MeerKAT
G348.5+0.1,258.6415,-38.5214,348.454,0.094,9.4,Null,1,MeerKAT
G348.5-0.0,258.8115,-38.5025,348.547,-0.003,10.2,Null,1,MeerKAT
G348.8+1.1,257.8837,-37.5867,348.86,1.126,13.0,Null,1,MeerKAT
G349.7+0.2,259.4989,-37.4386,349.728,0.172,2.8,Null,1,MeerKAT
G350.1-0.3,260.2552,-37.4475,350.065,-0.325,5.4,Null,1,MeerKAT
G351.2+0.1,260.6035,-36.1839,351.263,0.164,9.6,Null,1,MeerKAT
G351.9-0.9,262.217,-36.2638,351.926,-0.959,13.8,Null,1,MeerKAT
G352.7-0.1,261.9211,-35.1206,352.744,-0.125,8.2,Null,1,MeerKAT
G353.3-1.1,263.5493,-35.0747,353.514,-1.213,43.0,Null,1,MeerKAT
G353.6-0.7,263.0119,-34.7563,353.541,-0.67,33.4,Null,1,MeerKAT
G354.1+0.1,262.6947,-33.8372,354.166,0.053,9.0,Null,1,MeerKAT
G354.8-0.8,263.9762,-33.6965,354.864,-0.764,20.6,Null,1,MeerKAT
G355.4+0.7,262.8944,-32.5366,355.345,0.627,48.0,Null,1,MeerKAT
G356.3-1.5,265.6854,-32.8732,356.322,-1.535,20.2,Null,1,MeerKAT
G357.7+0.3,264.6932,-30.7145,357.706,0.324,27.6,Null,1,MeerKAT
G357.7-0.1,265.128,-30.9397,357.714,-0.112,19.4,Null,1,MeerKAT
G358.1+1.0,264.237,-29.9759,358.119,1.052,24.2,Null,1,MeerKAT
G1.4-0.1,267.4004,-27.7737,1.448,-0.148,11.2,Null,1,MeerKAT
G1.9+0.3,267.1907,-27.1686,1.871,0.323,1.8,Null,1,MeerKAT
G3.1-0.6,268.8493,-26.6618,3.061,-0.691,56.0,Null,1,MeerKAT
G3.7-0.2,268.8649,-25.8386,3.779,-0.288,14.0,Null,1,MeerKAT
G3.8+0.3,268.259,-25.424,3.86,0.393,21.8,Null,1,MeerKAT
G5.4-1.2,270.6433,-24.9182,5.378,-1.222,37.2,Null,1,MeerKAT
G5.5+0.3,269.5156,-23.998,5.667,0.126,41.4,Null,1,MeerKAT
G6.1+0.5,269.375,-23.4754,6.055,0.499,12.2,Null,1,MeerKAT
G6.1+1.2,268.8727,-23.0593,6.183,1.107,16.0,Null,1,MeerKAT
G6.4-0.1,270.1765,-23.4022,6.485,-0.102,38.0,Null,1,MeerKAT
G6.5-0.4,270.5568,-23.5595,6.521,-0.483,21.2,Null,1,MeerKAT
G7.0-0.1,270.4942,-22.8896,7.075,-0.102,18.2,Null,1,MeerKAT
G8.9+0.4,270.8567,-21.1226,8.778,0.477,37.8,Null,1,MeerKAT
G8.7-0.1,271.4722,-21.388,8.828,-0.153,37.8,Null,1,MeerKAT
G9.8+0.6,271.2953,-20.2026,9.781,0.571,15.0,Null,1,MeerKAT
G9.9-0.8,272.6949,-20.7107,9.974,-0.822,12.4,Null,1,MeerKAT
G11.1-0.7,273.2431,-19.6746,11.13,-0.775,16.8,Null,1,MeerKAT
G11.2-0.3,272.8712,-19.4256,11.18,-0.348,5.6,Null,1,MeerKAT
G11.4-0.1,272.7195,-19.1152,11.383,-0.073,9.6,Null,1,MeerKAT
G12.2+0.3,272.817,-18.1629,12.262,0.305,6.8,Null,1,MeerKAT
G12.7-0.0,273.333,-17.9186,12.712,-0.008,6.4,Null,1,MeerKAT
G13.1-0.5,274.0485,-17.8721,13.078,-0.584,25.6,Null,1,MeerKAT
G13.5+0.2,273.5702,-17.1967,13.454,0.139,5.2,Null,1,MeerKAT
G22.1-0.1,274.144,-16.6356,14.209,-0.076,22.6,Null,1,MeerKAT
G15.5-0.1,274.8498,-15.5277,15.506,-0.148,10.8,Null,1,MeerKAT
G16.0-0.5,275.4199,-15.2013,16.053,-0.479,23.4,Null,1,MeerKAT
G16.7+0.1,275.24,-14.3355,16.735,0.082,5.2,Null,1,MeerKAT
G17.0-0.0,275.4829,-14.1426,17.016,-0.035,5.0,Null,1,MeerKAT
G17.4-0.1,275.78,-13.775,17.476,-0.117,10.0,Null,1,MeerKAT
G18.1-0.1,276.1528,-13.2043,18.15,-0.17,9.2,Null,1,MeerKAT
G18.6-0.2,276.478,-12.8401,18.62,-0.28,6.8,Null,1,MeerKAT
G18.8+0.3,275.9429,-12.3943,18.77,0.39,20.6,Null,1,MeerKAT
G18.9-1.1,277.3592,-12.9187,18.95,-1.077,38.0,Null,1,MeerKAT
G19.1+0.2,276.2854,-12.0397,19.24,0.26,40.4,Null,1,MeerKAT
G20.0-0.2,277.0492,-11.5858,19.99,-0.19,14.6,Null,1,MeerKAT
G21.0-0.4,277.7937,-10.7942,21.03,-0.47,11.2,Null,1,MeerKAT
G21.6-0.8,278.4052,-10.4195,21.64,-0.83,16.2,Null,1,MeerKAT
G21.8-0.6,278.2147,-10.1079,21.83,-0.52,31.0,Null,1,MeerKAT
G22.7-0.2,278.3386,-9.1796,22.71,-0.2,27.8,Null,1,MeerKAT
G23.3-0.3,278.7167,-8.7425,23.27,-0.33,33.6,Null,1,MeerKAT
G24.7+0.6,278.4519,-7.1642,24.55,0.63,30.4,Null,1,MeerKAT
G24.7-0.6,279.7506,-7.4819,24.86,-0.66,26.2,Null,1,MeerKAT
G27.4+0.0,280.3351,-4.9352,27.39,-0.01,6.2,Null,1,MeerKAT
G27.8+0.6,279.9067,-4.3666,27.7,0.63,46.8,Null,1,MeerKAT
G28.3+0.2,280.5872,-3.968,28.365,0.209,13.0,Null,1,MeerKAT
G28.7-0.4,281.3551,-3.8905,28.784,-0.437,12.0,Null,1,MeerKAT
G29.6+0.1,281.2244,-2.9468,29.564,0.11,6.2,Null,1,MeerKAT
G29.7-0.3,281.6003,-2.9753,29.71,-0.237,4.8,Null,1,MeerKAT
G30.7+1.0,280.9423,-1.5252,30.7,1.01,23.4,Null,1,MeerKAT
G31.5-0.6,282.8141,-1.5362,31.544,-0.66,21.4,Null,1,MeerKAT
G31.9+0.0,282.3601,-0.9373,31.87,0.017,8.2,Null,1,MeerKAT
G32.1-0.9,283.3483,-1.1514,32.13,-0.96,43.0,Null,1,MeerKAT
G32.4+0.1,282.5281,-0.4054,32.42,0.11,8.8,Null,1,MeerKAT
G32.8-0.1,282.8304,-0.1445,32.79,-0.04,23.0,Null,1,MeerKAT
G33.2-0.6,283.4799,-0.0391,33.18,-0.57,18.4,Null,1,MeerKAT
G33.6+0.1,283.1693,0.6706,33.67,0.03,13.4,Null,1,MeerKAT
